68	17.24	100.34	67.18
68.5	17.12	100.35	67.21
69	17.22	100.4	67.92
69.5	17.27	100.47	68.17
70	17.26	100.4	68.12
70.5	17.04	100.5	68.31
71	16.96	100.54	68.33
71.5	17.05	100.49	68.19
72	17.11	100.46	67.88
72.5	16.98	100.43	67.98
73	16.81	100.32	68.09
73.5	16.78	100.39	68.23
74	16.73	100.43	67.84
74.5	16.85	100.42	67.9
75	16.77	100.36	68.27
75.5	16.71	100.38	68.37
76	16.65	100.49	67.26
76.5	16.52	100.45	67.4
77	16.3	100.44	68.28
77.5	16.31	100.39	67.87
78	16.32	100.32	67.83
78.5	16.29	100.39	67.84
79	16.23	100.39	67.86
79.5	16.16	100.42	68.38
80	16.19	100.36	69.12
80.5	16.09	100.41	68.61
81	15.96	100.46	68.69
81.5	15.81	100.4	68.02
82	15.82	100.48	67.87
82.5	15.9	100.49	68.07
83	16.1	100.46	68.71
83.5	15.99	100.52	68.73
84	16.09	100.49	68.95
84.5	16.03	100.54	69.15
85	16	100.49	69.08
85.5	15.96	100.37	69.29
86	16.05	100.36	68.61
86.5	16.06	100.37	68.68
87	16.22	100.4	68.34
87.5	16.01	100.34	68.8
88	15.82	100.33	68.95
88.5	15.54	100.34	69.06
89	15.28	100.41	69.27
89.5	15.36	100.4	69.78
90	15.35	100.37	70.34
90.5	15.27	100.31	70.23
91	15.39	100.26	70.45
91.5	15.64	100.25	69.88
92	15.78	100.34	70.55
92.5	15.85	100.26	70.66
93	15.84	100.29	70.55
93.5	15.76	100.34	70.67
94	15.89	100.48	71.02
94.5	15.87	100.51	70.72
95	15.7	100.55	71.29
95.5	15.63	100.45	71.75
96	15.66	100.43	72.22
96.5	15.91	100.48	71.95
97	15.72	100.41	71.21
97.5	15.63	100.38	71.95
98	15.48	100.4	72.03
98.5	15.28	100.43	72.55
99	15.37	100.38	71.58
99.5	15.44	100.4	71.32
100	15.36	100.33	71.26
100.5	15.42	100.36	71.45
101	15.32	100.36	72.04
101.5	15.47	100.35	72.88
102	15.31	100.35	73.23
102.5	15.39	100.39	73.55
103	15.78	100.38	73.33
103.5	15.91	100.34	73.37
104	15.79	100.4	72.55
104.5	15.77	100.39	72.93
105	15.62	100.4	73.47
105.5	15.5	100.5	73.98
106	15.53	100.51	73.66
106.5	15.37	100.52	73.11
107	15.48	100.53	73
107.5	15.68	100.52	71.74
108	15.67	100.48	71.42
108.5	15.75	100.49	71.86
109	15.78	100.44	72.98
109.5	15.82	100.45	72.62
110	15.87	100.51	72.26
110.5	15.79	100.48	71.74
111	15.98	100.5	71.44
111.5	15.76	100.58	71.82
112	15.74	100.66	72.05
112.5	15.65	100.57	71.83
113	15.59	100.55	71.43
113.5	16.03	100.54	70.43
114	15.79	100.6	70.75
114.5	15.68	100.55	70.75
115	15.73	100.49	71.1
115.5	15.68	100.45	71.51
116	15.76	100.47	72.37
116.5	15.81	100.42	73.06
117	15.56	100.42	73.27
117.5	15.6	100.57	73.76
118	15.61	100.59	74.24
118.5	15.57	100.47	74.39
119	15.56	100.46	74.07
119.5	15.37	100.54	73.78
120	15.23	100.37	74.97
120.5	14.96	100.39	75.34
121	14.88	100.32	75.49
121.5	15.03	100.35	74.76
122	15.07	100.35	74.84
122.5	14.97	100.41	74.76
123	15.22	100.33	74.56
123.5	15.14	100.29	74.8
124	15.18	100.26	75.88
124.5	15.39	100.29	75.35
125	15.52	100.27	75.13
125.5	15.64	100.23	74.09
126	15.41	100.39	74.81
126.5	15.44	100.5	74.28
127	15.33	100.46	74.14
127.5	15.25	100.48	74.11
128	15.26	100.55	72.97
128.5	15.02	100.55	73.27
129	15.08	100.59	73.44
129.5	15.18	100.64	73.32
130	15.44	100.55	73.44
130.5	15.46	100.56	72.87
131	15.05	100.52	74.05
131.5	15.22	100.56	73.68
132	15.11	100.52	74.85
132.5	15.2	100.45	75.37
133	15.2	100.55	76
133.5	15.3	100.59	75.87
134	15.22	100.62	76.44
134.5	15.12	100.56	76.11
135	14.98	100.66	77.5
135.5	15.27	100.67	76.92
136	15.27	100.56	76.82
136.5	15.39	100.6	76.51
137	15.4	100.59	76.48
137.5	15.34	100.57	76.56
138	15.02	100.57	77.81
138.5	15.14	100.6	78.27
139	14.88	100.63	78.64
139.5	15.05	100.64	78.72
140	14.92	100.75	77.77
140.5	14.82	100.71	78.11
141	14.89	100.75	78.88
141.5	15.06	100.73	79.15
142	15.11	100.78	78.69
142.5	15.2	100.78	78.15
143	15.25	100.78	77.95
143.5	15.4	100.83	78.03
144	15.29	100.89	77.55
144.5	15.47	100.95	77.6
145	15.48	100.91	77.24
145.5	15.57	100.92	76.55
146	15.43	100.95	77.2
146.5	15.6	100.91	76.95
147	15.52	100.9	77.11
147.5	15.48	100.96	77.14
148	15.56	100.88	77.4
148.5	15.55	100.84	77.51
149	15.64	100.8	77.43
149.5	15.52	100.84	77.6
