132	15.4	102.88	58.07
132.5	15.49	102.88	57.61
133	15.49	102.85	56.9
133.5	15.58	102.89	57.35
134	15.68	102.89	57.26
134.5	15.7	102.91	56.71
135	15.44	102.88	57.3
135.5	15.52	102.86	57.78
136	15.44	102.85	57.61
136.5	15.52	102.91	57.44
137	15.5	102.86	58.28
137.5	15.61	102.96	57.29
138	15.56	102.9	57.45
138.5	15.6	102.9	57.97
139	15.57	102.93	58.65
139.5	15.62	102.97	59.58
140	15.58	103	60
140.5	15.45	102.96	60.25
141	15.62	102.99	59.24
141.5	15.52	103.07	59.35
142	15.54	103.05	59.65
142.5	15.61	103.02	60.26
143	15.64	103.05	59.53
143.5	15.72	103.06	59.38
144	15.69	103.14	59.12
144.5	15.69	103.14	58.33
145	15.81	103.17	57.94
145.5	15.82	103.12	58.66
146	15.93	103.02	58.41
146.5	16.03	103.06	57.41
147	16.02	103.03	58.12
147.5	15.87	102.93	58.62
148	15.85	102.93	59.6
148.5	15.86	102.92	59.24
149	15.67	102.88	60.07
149.5	15.93	102.93	59.2
